year,Crash Month,dayweek,co_char,roadclass,weather,lightcond,numfatal,intersectiontype,wk_zone,spdlim,hitrun_inv,dralc_inv,aid_inv,did_inv,id_inv,impnm_inv,nmalc_inv,ainm_inv,dinm_inv,speed_inv,unlic_inv,drowsy_inv,dr1517_inv,dr1820_inv,dr1520_inv,dr2124_inv,dr1524_inv,dr65_inv,dr70_inv,dr75_inv,wrongway,oppdir
2022,11,Tuesday,Grant,State route,1,3,1,1,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Friday,Walla Walla,County road,1,1,1,2,0,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2022,11,Monday,Grant,State route,1,2,1,1,0,60,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,Tuesday,Benton,Interstate,10,5,1,1,0,70,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,Thursday,Snohomish,State route,1,1,1,3,0,55,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,12,Saturday,Spokane,County road,1,2,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,Tuesday,King,Interstate,10,3,1,3,0,98,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,Monday,Snohomish,County road,1,2,1,1,0,50,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
2022,11,Sunday,Snohomish,County road,1,3,1,1,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
2022,12,Friday,King,City street,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2022,12,Tuesday,Grant,County road,5,4,2,1,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2022,11,Friday,Thurston,City street,1,3,1,1,0,98,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,Tuesday,Clark,State route,2,1,1,1,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,12,Saturday,Benton,Interstate,3,2,1,1,0,60,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Tuesday,Benton,City street,1,1,1,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Monday,King,City street,2,1,1,1,0,35,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Sunday,Clark,City street,10,3,1,2,0,25,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Wednesday,Chelan,US highway,10,1,1,1,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,12,Monday,King,City street,10,9,1,1,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Monday,King,Interstate,1,2,1,1,0,60,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Friday,Skagit,State route,5,2,1,2,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Sunday,King,County road,10,1,1,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2022,12,Saturday,Kittitas,US highway,1,2,1,1,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
2022,12,Thursday,King,City street,1,3,1,1,0,40,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,12,Wednesday,King,City street,1,1,1,1,1,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022,12,Thursday,Grant,State route,4,1,1,1,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1
2022,12,Sunday,Snohomish,City street,1,3,1,2,0,98,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,12,Sunday,Snohomish,State route,1,3,1,1,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2022,12,Monday,Yakima,City street,10,3,1,1,0,30,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,Monday,Franklin,City street,10,5,1,1,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,11,Tuesday,Franklin,City street,10,3,1,3,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Saturday,Pierce,County road,2,2,1,1,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Friday,Snohomish,State route,2,3,1,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2022,8,Thursday,Snohomish,County road,1,1,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Monday,Grays Harbor,State route,2,1,1,1,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Thursday,Spokane,US highway,1,1,1,1,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
2022,7,Monday,Snohomish,County road,1,1,1,1,0,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Tuesday,King,City street,2,3,1,1,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Sunday,Snohomish,City street,10,3,1,1,0,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Sunday,Mason,County road,2,2,1,1,0,35,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2022,12,Wednesday,Yakima,County road,1,2,1,1,0,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2022,12,Saturday,Pierce,State route,2,1,1,1,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022,12,Saturday,King,City street,10,1,1,3,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2022,12,Friday,Snohomish,City street,10,3,1,1,0,35,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Saturday,Pierce,State route,10,1,1,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,Saturday,Whatcom,Interstate,1,2,1,1,0,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,Friday,King,Interstate,1,3,1,1,0,98,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,12,Monday,Mason,State route,10,1,1,1,0,45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2022,7,Wednesday,Thurston,City street,1,1,1,3,0,35,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
2022,12,Wednesday,King,Interstate,2,3,1,1,0,70,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
2022,6,Thursday,Ferry,State route,1,1,1,1,0,55,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2022,4,Sunday,Benton,City street,10,3,2,2,0,98,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,8,Wednesday,Clark,County road,1,1,1,1,0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,Thursday,Yakima,County road,1,6,1,1,0,50,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2022,7,Monday,Yakima,County road,1,2,1,1,0,55,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,1,Monday,Grays Harbor,Unknown,98,8,1,1,1,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,Friday,Thurston,City street,98,6,1,1,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,Saturday,Yakima,County road,98,6,1,1,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,Tuesday,Snohomish,Other,10,1,1,3,0,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,7,Tuesday,Yakima,US highway,98,8,1,1,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,Saturday,Yakima,Interstate,98,8,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,Monday,Snohomish,County road,1,2,1,1,0,50,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,Saturday,King,Other,98,6,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,10,Friday,Pierce,City street,1,1,1,2,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022,10,Saturday,Skagit,City street,98,2,1,1,0,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,7,Friday,Pierce,State route,98,8,1,1,0,45,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
2021,4,Saturday,King,State route,1,1,1,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Saturday,King,City street,2,3,1,1,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Wednesday,King,City street,1,1,1,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,11,Monday,King,City street,2,1,1,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,4,Sunday,King,City street,1,1,1,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,5,Friday,King,City street,1,3,1,1,0,60,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,Wednesday,King,City street,1,1,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,Friday,King,City street,1,3,1,1,0,25,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,8,Sunday,King,State route,10,3,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Tuesday,King,State route,1,3,1,1,0,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,King,State route,2,3,1,1,0,25,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,2,Wednesday,King,City street,10,1,1,1,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,6,Thursday,King,City street,1,2,1,1,0,45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,Sunday,King,City street,2,3,1,2,0,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,Thursday,King,State route,1,3,1,3,0,40,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,11,Wednesday,King,City street,2,3,1,1,0,25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Sunday,King,City street,10,3,1,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,Wednesday,King,City street,2,1,1,2,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Friday,King,City street,1,1,1,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,Tuesday,King,City street,1,1,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021,4,Thursday,Yakima,US highway,1,1,1,1,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
2021,3,Friday,Yakima,Other,1,9,2,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Tuesday,Yakima,County road,4,2,1,1,0,55,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,Sunday,Yakima,State route,10,3,1,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,Friday,Yakima,US highway,1,2,2,1,0,60,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2021,12,Monday,Yakima,County road,10,2,1,1,0,50,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,Tuesday,King,City street,1,1,1,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
2021,10,Thursday,King,City street,2,3,1,2,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,Wednesday,King,State route,10,6,1,1,0,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11,Saturday,King,State route,2,3,1,1,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2021,9,Wednesday,King,City street,10,3,1,1,0,30,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,Friday,King,City street,1,3,1,1,0,30,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,Thursday,King,City street,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,Monday,King,City street,10,3,1,3,0,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,Sunday,Chelan,County road,1,2,1,1,0,35,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2021,5,Friday,King,City street,1,1,1,1,0,98,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,7,Friday,King,State route,1,3,1,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,7,Wednesday,King,City street,1,1,1,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,Cowlitz,County road,2,2,1,1,0,35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,Pend Oreille,State route,98,2,1,1,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Saturday,Island,County road,2,1,1,1,0,40,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
2021,1,Friday,Cowlitz,State route,10,3,1,3,0,35,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
2021,1,Tuesday,Whitman,US highway,1,1,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
2021,1,Wednesday,Spokane,US highway,2,1,1,2,0,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021,1,Sunday,Spokane,City street,10,5,1,1,0,25,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Sunday,King,State route,2,3,1,1,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,1,Thursday,Cowlitz,State route,10,1,1,1,0,50,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2021,1,Wednesday,Spokane,City street,6,6,1,2,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Thursday,Spokane,State route,1,3,1,1,0,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,1,Saturday,Pierce,State route,2,1,2,2,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,1,Thursday,Benton,Interstate,5,2,1,1,0,70,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2021,1,Saturday,Skagit,County road,1,3,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,1,Sunday,Pierce,County road,5,2,1,1,0,45,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,1,Monday,Adams,Interstate,5,3,1,1,0,60,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,Mason,State route,1,1,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2021,1,Friday,Lewis,County road,10,1,1,1,0,40,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,1,Friday,Pierce,County road,2,2,1,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,1,Friday,King,State route,1,6,1,3,0,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,Clark,State route,1,1,1,1,0,60,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2021,1,Saturday,Pierce,County road,10,4,1,1,0,45,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Thursday,Thurston,Interstate,10,3,1,1,0,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,1,Monday,Kitsap,State route,1,1,1,2,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,1,Sunday,King,Interstate,2,2,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Friday,Yakima,US highway,2,2,1,1,0,55,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2021,1,Friday,Snohomish,County road,1,2,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,Monday,Lewis,State route,4,4,2,1,0,55,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2021,1,Wednesday,King,Interstate,1,2,1,1,0,70,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2021,1,Saturday,King,City street,10,3,1,1,0,35,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,2,Saturday,Spokane,City street,10,3,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Tuesday,Skagit,State route,10,1,1,3,0,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2021,1,Thursday,Benton,Other,1,5,1,1,0,60,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2021,2,Monday,Clark,County road,10,1,1,2,0,50,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,2,Sunday,Snohomish,County road,10,2,1,1,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Sunday,Grays Harbor,Other,10,2,1,1,0,50,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2021,1,Monday,Spokane,County road,10,6,1,1,0,45,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
2021,1,Sunday,Clark,Interstate,10,1,1,1,0,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,2,Friday,Clark,State route,4,1,1,1,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021,2,Wednesday,Clark,Interstate,1,3,1,1,0,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Saturday,Okanogan,State route,10,2,1,1,0,60,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2021,2,Thursday,Chelan,State route,1,3,2,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,2,Saturday,King,County road,10,2,1,1,0,35,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Friday,King,State route,1,1,1,1,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
2021,2,Monday,Lewis,County road,2,2,1,1,0,35,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Saturday,Pend Oreille,State route,10,2,1,1,0,55,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2021,2,Friday,Snohomish,State route,2,6,2,1,0,35,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,2,Thursday,Whatcom,County road,10,1,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021,2,Friday,Yakima,Interstate,1,1,1,1,0,35,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,2,Friday,Kitsap,State route,10,2,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2021,2,Tuesday,Clark,Interstate,10,2,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Sunday,Skamania,County road,2,1,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2021,2,Thursday,Yakima,US highway,1,1,1,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021,2,Thursday,King,State route,10,3,1,1,0,60,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2021,3,Friday,Benton,State route,1,2,1,1,0,65,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2021,2,Friday,King,Interstate,10,1,1,1,0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2021,2,Sunday,King,State route,10,1,1,1,0,98,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Friday,Thurston,Interstate,10,2,1,1,0,70,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,3,Sunday,Pierce,County road,10,1,1,2,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Saturday,Pierce,City street,1,3,1,2,0,30,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Monday,Franklin,Interstate,1,1,1,1,0,70,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2021,3,Monday,Thurston,County road,10,1,1,1,0,45,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Wednesday,Clallam,US highway,1,5,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,3,Tuesday,Grant,County road,1,2,1,1,0,60,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,Thursday,Lincoln,State route,1,2,1,1,0,60,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Monday,King,State route,10,1,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,Friday,Pierce,Interstate,1,1,1,1,0,60,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0
2021,3,Tuesday,Spokane,City street,1,3,1,1,0,30,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,3,Sunday,Clark,City street,10,3,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2021,3,Friday,Pierce,Interstate,10,3,1,1,0,60,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Tuesday,Thurston,Interstate,1,1,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Saturday,Thurston,State route,1,1,2,1,0,45,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
2021,3,Friday,Pierce,County road,1,1,1,2,0,35,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,Saturday,Spokane,County road,1,2,1,1,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,Wednesday,Pierce,County road,2,2,1,1,0,45,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Saturday,Pierce,City street,1,5,1,3,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Saturday,Kitsap,County road,1,2,1,1,0,45,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Tuesday,Spokane,County road,1,2,1,1,0,45,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,Tuesday,Skagit,County road,1,1,1,1,0,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2021,3,Tuesday,Spokane,City street,1,1,1,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Tuesday,King,State route,1,3,1,2,0,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2021,3,Wednesday,Yakima,State route,10,2,4,1,0,60,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
2021,3,Wednesday,Pierce,State route,10,1,1,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
